-9.000000 2.000000 0.000000
-8.982000 2.000000 0.000000
-8.964000 2.000000 0.000000
-8.946000 2.000000 0.000000
-8.928000 2.000000 0.000000
-8.910000 2.000000 0.000000
-8.892000 2.000000 0.000000
-8.874000 2.000000 0.000000
-8.856000 2.000000 0.000000
-8.838000 2.000000 0.000000
-8.820000 2.000000 0.000000
-8.802000 2.000000 0.000000
-8.784000 2.000000 0.000000
-8.766000 2.000000 0.000000
-8.748000 2.000000 0.000000
-8.730000 2.000000 0.000000
-8.712000 2.000000 0.000000
-8.694000 2.000000 0.000000
-8.676000 2.000000 0.000000
-8.658000 2.000000 0.000000
-8.640000 2.000000 0.000000
-8.622000 2.000000 0.000000
-8.604000 2.000000 0.000000
-8.586000 2.000000 0.000000
-8.568000 2.000000 0.000000
-8.550000 2.000000 0.000000
-8.532000 2.000000 0.000000
-8.514000 2.000000 0.000000
-8.496000 2.000000 0.000000
-8.478000 2.000000 0.000000
-8.460000 2.000000 0.000000
-8.442000 2.000000 0.000000
-8.424000 2.000000 0.000000
-8.406000 2.000000 0.000000
-8.388000 2.000000 0.000000
-8.370000 2.000000 0.000000
-8.352000 2.000000 0.000000
-8.334000 2.000000 0.000000
-8.316000 2.000000 0.000000
-8.298000 2.000000 0.000000
-8.280000 2.000000 0.000000
-8.262000 2.000000 0.000000
-8.244000 2.000000 0.000000
-8.226000 2.000000 0.000000
-8.208000 2.000000 0.000000
-8.190000 2.000000 0.000000
-8.172000 2.000000 0.000000
-8.154000 2.000000 0.000000
-8.136000 2.000000 0.000000
-8.118000 2.000000 0.000000
-8.100000 2.000000 0.000000
-8.082000 2.000000 0.000000
-8.064000 2.000000 0.000000
-8.046000 2.000000 0.000000
-8.028000 2.000000 0.000000
-8.010000 2.000000 0.000000
-7.992000 2.000000 0.000000
-7.974000 2.000000 0.000000
-7.956000 2.000000 0.000000
-7.938000 2.000000 0.000000
-7.920000 2.000000 0.000000
-7.902000 2.000000 0.000000
-7.884000 2.000000 0.000000
-7.866000 2.000000 0.000000
-7.848000 2.000000 0.000000
-7.830000 2.000000 0.000000
-7.812000 2.000000 0.000000
-7.794000 2.000000 0.000000
-7.776000 2.000000 0.000000
-7.758000 2.000000 0.000000
-7.740000 2.000000 0.000000
-7.722000 2.000000 0.000000
-7.704000 2.000000 0.000000
-7.686000 2.000000 0.000000
-7.668000 2.000000 0.000000
-7.650000 2.000000 0.000000
-7.632000 2.000000 0.000000
-7.614000 2.000000 0.000000
-7.596000 2.000000 0.000000
-7.578000 2.000000 0.000000
-7.560000 2.000000 0.000000
-7.542000 2.000000 0.000000
-7.524000 2.000000 0.000000
-7.506000 2.000000 0.000000
-7.488000 2.000000 0.000000
-7.470000 2.000000 0.000000
-7.452000 2.000000 0.000000
-7.434000 2.000000 0.000000
-7.416000 2.000000 0.000000
-7.398000 2.000000 0.000000
-7.380000 2.000000 0.000000
-7.362000 2.000000 0.000000
-7.344000 2.000000 0.000000
-7.326000 2.000000 0.000000
-7.308000 2.000000 0.000000
-7.290000 2.000000 0.000000
-7.272000 2.000000 0.000000
-7.254000 2.000000 0.000000
-7.236000 2.000000 0.000000
-7.218000 2.000000 0.000000
-7.200000 2.000000 0.000000
-7.182000 2.000000 0.000000
-7.164000 2.000000 0.000000
-7.146000 2.000000 0.000000
-7.128000 2.000000 0.000000
-7.110000 2.000000 0.000000
-7.092000 2.000000 0.000000
-7.074000 2.000000 0.000000
-7.056000 2.000000 0.000000
-7.038000 2.000000 0.000000
-7.020000 2.000000 0.000000
-7.002000 2.000000 0.000000
-6.984000 2.000000 0.000000
-6.966000 2.000000 0.000000
-6.948000 2.000000 0.000000
-6.930000 2.000000 0.000000
-6.912000 2.000000 0.000000
-6.894000 2.000000 0.000000
-6.876000 2.000000 0.000000
-6.858000 2.000000 0.000000
-6.840000 2.000000 0.000000
-6.822000 2.000000 0.000000
-6.804000 2.000000 0.000000
-6.786000 2.000000 0.000000
-6.768000 2.000000 0.000000
-6.750000 2.000000 0.000000
-6.732000 2.000000 0.000000
-6.714000 2.000000 0.000000
-6.696000 2.000000 0.000000
-6.678000 2.000000 0.000000
-6.660000 2.000000 0.000000
-6.642000 2.000000 0.000000
-6.624000 2.000000 0.000000
-6.606000 2.000000 0.000000
-6.588000 2.000000 0.000000
-6.570000 2.000000 0.000000
-6.552000 2.000000 0.000000
-6.534000 2.000000 0.000000
-6.516000 2.000000 0.000000
-6.498000 2.000000 0.000000
-6.480000 2.000000 0.000000
-6.462000 2.000000 0.000000
-6.444000 2.000000 0.000000
-6.426000 2.000000 0.000000
-6.408000 2.000000 0.000000
